"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-01",101.4479,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-02",101.4286,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-03",101.2709,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-04",101.0067,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-05",100.8506,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-06",100.887,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-07",101.0812,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-08",101.2428,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-09",101.4103,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-10",101.5441,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-11",101.3594,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-12",100.7707,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-01",99.93135,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-02",99.53367,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-03",99.62525,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-04",100.0066,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-05",100.284,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-06",100.3552,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-07",100.2769,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-08",100.1927,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-09",100.1232,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-10",100.0498,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-11",99.98438,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-12",99.89809,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-01",99.78677,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-02",99.75729,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-03",99.70534,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-04",99.63385,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-05",99.56058,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-06",99.44495,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-07",99.26147,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-08",99.1152,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-09",98.99189,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-10",98.90414,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-11",99.01479,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-12",99.43559,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-01",100.1166,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-02",100.5699,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-03",100.6335,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-04",100.4517,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-05",100.2667,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-06",100.1674,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-07",100.1292,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-08",100.114,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-09",100.1081,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-10",100.1373,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-11",100.2728,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-12",100.6022,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-01",101.094,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-02",101.4124,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-03",101.4372,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-04",101.2345,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-05",101.0317,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-06",100.8424,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-07",100.6689,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-08",100.5476,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-09",100.4327,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-10",100.318,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-11",100.3517,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-12",100.6619,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-01",101.1789,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-02",101.469,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-03",101.3734,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-04",101.0078,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-05",100.7128,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-06",100.5531,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-07",100.4673,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-08",100.4285,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-09",100.3845,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-10",100.2977,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-11",100.1883,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-12",100.0769,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-01",99.94917,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-02",99.86785,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-03",99.81091,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-04",99.75308,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-05",99.72277,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-06",99.71539,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-07",99.72367,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-08",99.74506,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-09",99.77341,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-10",99.7776,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-11",99.67319,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-12",99.31823,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-01",98.76216,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-02",98.31178,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-03",97.93134,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-04",97.54836,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-05",97.28965,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-06",97.14176,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-07",97.06516,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-08",96.99768,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-09",96.93106,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-10",96.83397,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-11",96.7186,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-12",96.59327,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-01",96.43331,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-02",96.30637,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-03",96.24339,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-04",96.22099,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-05",96.22454,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-06",96.2705,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-07",96.40289,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-08",96.50283,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-09",96.58961,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-10",96.72082,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-11",96.76099,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-12",96.68397,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-01",96.53266,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-02",96.49612,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-03",96.62733,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-04",96.87977,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-05",96.97614,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-06",96.87852,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-07",96.69189,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-08",96.47284,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-09",96.27161,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-10",96.06226,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-11",95.94376,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-12",95.91598,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-01",95.99809,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-02",96.11191,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-03",96.28875,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-04",96.5556,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-05",96.7583,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-06",96.87272,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-07",96.94646,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-08",96.98456,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-09",97.02015,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-10",97.07641,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-11",97.13095,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-12",97.20409,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-01",97.30428,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-02",97.35496,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-03",97.38341,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-04",97.47005,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-05",97.57545,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-06",97.74276,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-07",97.99226,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-08",98.15407,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-09",98.19665,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-10",98.20945,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-11",98.36041,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-12",98.73858,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-01",99.34769,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-02",99.72799,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-03",99.86436,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-04",99.8494,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-05",99.84819,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-06",99.96873,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-07",100.2054,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-08",100.3761,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-09",100.5506,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-10",100.7781,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-11",100.9568,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-12",101.1405,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-01",101.3745,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-02",101.4974,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-03",101.4853,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-04",101.3721,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-05",101.3482,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-06",101.2962,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-07",101.2042,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-08",101.1172,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-09",101.0843,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-10",101.1303,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-11",101.1583,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-12",101.1931,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-01",101.2371,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-02",101.2362,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-03",101.1074,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-04",100.9275,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-05",100.7159,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-06",100.4836,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-07",100.3585,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-08",100.4418,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-09",100.6735,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-10",100.7485,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-11",100.7087,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-12",100.7094,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-01",100.7407,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-02",100.8005,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-03",100.8631,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-04",100.935,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-05",100.9201,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-06",100.8945,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-07",100.9625,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-08",101.08,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-09",101.2174,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-10",101.4451,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-11",101.6652,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-12",101.7455,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-01",101.7762,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-02",101.7587,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-03",101.762,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-04",101.7241,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-05",101.6651,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-06",101.711,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-07",101.8055,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-08",101.8957,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-09",102.0105,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-10",102.1276,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-11",102.203,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-12",102.1837,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-01",102.0625,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-02",101.9408,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-03",101.8605,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-04",101.7525,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-05",101.6184,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-06",101.4646,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-07",101.2489,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-08",100.9475,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-09",100.6837,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-10",100.4664,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-11",100.2509,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-12",100.0846,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-01",99.90276,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-02",99.94124,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-03",100.1518,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-04",100.2219,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-05",100.2308,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-06",100.1315,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-07",99.94441,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-08",99.79885,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-09",99.75864,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-10",99.73662,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-11",99.7805,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-12",99.80587,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-01",99.75457,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-02",99.74278,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-03",99.83777,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-04",99.92513,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-05",100.0618,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-06",100.273,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-07",100.3869,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-08",100.4012,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-09",100.3114,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-10",100.0966,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-11",99.85271,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-12",99.70378,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-01",99.65561,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-02",99.58583,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-03",99.47991,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-04",99.3709,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-05",99.28633,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-06",99.35731,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-07",99.49843,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-08",99.74146,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-09",99.92072,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-10",99.95036,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-11",100.0063,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-12",99.96187,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-01",99.9679,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-02",100.1067,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-03",100.3719,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-04",100.6014,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-05",100.762,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-06",100.8491,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-07",100.9146,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-08",101.023,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-09",101.0845,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-10",101.0213,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-11",100.9521,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-12",100.85,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-01",100.8436,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-02",100.9571,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-03",101.0308,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-04",100.9974,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-05",100.9958,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-06",100.9716,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-07",100.9818,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-08",101.1034,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-09",101.2067,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-10",101.2669,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-11",101.1744,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-12",100.9201,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-01",100.6878,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-02",100.502,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-03",100.3582,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-04",100.3808,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-05",100.5329,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-06",100.6802,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-07",100.8294,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-08",100.9807,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-09",101.1522,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-10",101.3005,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-11",101.2942,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-12",101.2852,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-01",101.4122,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-02",101.5345,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-03",101.6114,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-04",101.6806,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-05",101.6659,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-06",101.6835,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-07",101.7534,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-08",101.8398,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-09",101.9398,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-10",101.9535,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-11",101.9314,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-12",101.9304,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-01",101.9489,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-02",101.9713,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-03",102.051,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-04",102.0564,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-05",102.1114,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-06",102.0848,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-07",101.9823,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-08",101.6996,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-09",101.3262,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-10",101.0676,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-11",101.0406,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-12",101.04,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-01",100.971,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-02",100.8927,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-03",100.8703,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-04",100.9669,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-05",101.0927,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-06",101.2402,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-07",101.4165,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-08",101.6695,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-09",101.9543,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-10",102.1842,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-11",102.2202,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-12",102.248,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-01",102.2799,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-02",102.2709,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-03",102.2752,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-04",102.2525,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-05",102.1939,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-06",102.1449,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-07",102.0613,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-08",102.046,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-09",102.0862,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-10",102.155,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-11",102.0848,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-12",101.8742,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-01",101.5412,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-02",101.1895,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-03",100.908,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-04",100.7178,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-05",100.5939,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-06",100.4092,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-07",100.319,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-08",100.2661,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-09",100.2592,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-10",100.2813,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-11",100.4985,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-12",100.8771,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-01",101.2263,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-02",101.2533,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-03",101.0807,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-04",100.7577,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-05",100.4321,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-06",100.1099,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-07",99.83679,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-08",99.6152,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-09",99.47543,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-10",99.45152,
